event,time,hopform,hopto,from,to,,id,length
#34077,354.1244012,4," 2	",4,1,338,3504,318 bytes
#34088,354.1591471,0," 1	",0,1,347,3505,1010 bytes
#34091,354.1594525,6," 8	",6,8,340,3506,312 bytes
#34102,354.2294227,9," 6	",9,1,355,3507,507 bytes
#34106,354.2334787,9," 6	",9,6,356,3508,268 bytes
#34112,354.2352659,3," 4	",3,6,304,3509,368 bytes
#34139,354.4060484,0," 2	",0,8,348,3510,487 bytes
#34150,354.4162554,1," 2	",1,6,350,3511,219 bytes
#34169,354.4330415,5," 6	",5,6,363,3512,812 bytes
#34176,354.4869107,9," 8	",9,8,357,3513,184 bytes
#34183,354.5075519,5," 6	",5,6,364,3514,874 bytes
#34186,354.5101323,7," 5	",7,1,347,3515,490 bytes
#34205,354.7160661,4," 8	",4,8,339,3516,448 bytes
#34212,354.9300133,3," 1	",3,1,305,3517,744 bytes
#34219,355.1079328,0," 1	",0,1,349,3518,792 bytes
#34226,355.1583072,3," 4	",3,6,306,3519,425 bytes
#34237,355.5035772,9," 6	",9,6,358,3520,639 bytes
#34244,355.518448,0," 2	",0,8,350,3521,751 bytes
#34247,355.5198276,8," 6	",8,6,365,3522,754 bytes
#34266,355.5741012,0," 2	",0,8,351,3523,447 bytes
#34278,355.586578,3," 1	",3,1,307,3524,789 bytes
#34288,355.6344583,9," 6	",9,6,359,3525,317 bytes
#34295,355.7173897,2," 4	",2,6,349,3526,848 bytes
#34306,355.9510879,0," 1	",0,1,352,3527,496 bytes
#34313,356.0719843,4," 2	",4,1,340,3528,910 bytes
#34324,356.1637466,3," 1	",3,1,308,3529,788 bytes
#34331,356.4043973,2," 1	",2,1,350,3530,647 bytes
#34338,356.5786141,9," 8	",9,8,360,3531,584 bytes
#34345,356.6407563,7," 5	",7,1,348,3532,882 bytes
#34360,356.8282387,9," 6	",9,1,361,3533,284 bytes
#34375,356.8384049,8," 6	",8,6,366,3534,452 bytes
#34386,356.9593509,0," 2	",0,8,353,3535,906 bytes
#34401,356.9832843,9," 6	",9,1,362,3536,875 bytes
#34420,357.0480832,5," 0	",5,1,365,3537,918 bytes
#34423,357.0502828,0," 1	",0,1,354,3538,1021 bytes
#34441,357.2088356,7," 6	",7,8,349,3540,428 bytes
#34452,357.2208878,3," 1	",3,1,309,3541,963 bytes
#34459,357.3035699,3," 1	",3,1,310,3542,464 bytes
#34472,357.4057732,0," 1	",0,1,355,3545,669 bytes
#34479,357.4149805,2," 1	",2,1,351,3546,606 bytes
#34486,357.4561982,4," 6	",4,6,341,3547,590 bytes
#34493,357.4852366,9," 8	",9,8,363,3548,342 bytes
#34500,357.6161186,7," 5	",7,1,350,3549,830 bytes
#34515,357.6825424,4," 8	",4,8,342,3550,817 bytes
#34522,357.7267692,7," 6	",7,6,351,3551,315 bytes
#34529,358.1202672,6," 8	",6,8,341,3552,926 bytes
#34536,358.2778825,7," 6	",7,8,352,3553,753 bytes
#34547,358.3181171,3," 4	",3,6,311,3554,487 bytes
#34558,358.5214369,8," 6	",8,6,369,3555,732 bytes
#34565,358.5630241,5," 6	",5,6,366,3556,160 bytes
#34572,358.5714351,4," 2	",4,1,343,3557,306 bytes
#34583,358.696087,7," 5	",7,1,353,3558,824 bytes
#34598,358.9426214,3," 4	",3,8,312,3559,666 bytes
#34605,358.9528586,3," 1	",3,1,313,3560,947 bytes
#34616,359.2012201,6," 5	",6,1,342,3561,1003 bytes
#34631,359.295885,2," 1	",2,1,352,3562,313 bytes
#34638,359.4079197,5," 6	",5,8,367,3563,877 bytes
#34649,359.4250008,7," 6	",7,8,354,3564,761 bytes
#34660,359.7815807,9," 6	",9,1,364,3565,320 bytes
#34679,359.9075638,7," 6	",7,8,355,3566,972 bytes
#34690,359.9273322,0," 5	",0,6,356,3567,966 bytes
#34704,359.9570163,1," 2	",1,8,352,3569,754 bytes
#34711,359.9690526,1," 2	",1,8,353,3570,300 bytes
#34734,359.9875139,5," 6	",5,8,368,3571,447 bytes
#34745,360.2112459,8," 4	",8,1,370,3572,370 bytes
#34760,360.4876638,6," 5	",6,1,344,3573,224 bytes
#34775,360.5609718,7," 5	",7,1,356,3574,430 bytes
#34790,360.7224554,5," 0	",5,1,369,3575,335 bytes
#34801,360.8017869,2," 4	",2,6,353,3576,877 bytes
#34812,360.8330257,3," 4	",3,8,314,3577,704 bytes
#34826,361.2109849,5," 6	",5,8,370,3579,1022 bytes
#34837,361.257562,7," 6	",7,8,357,3580,867 bytes
#34841,361.264498,7," 6	",7,8,358,3581,155 bytes
#34859,361.584172,8," 6	",8,6,371,3582,607 bytes
#34866,361.7368862,1," 2	",1,8,355,3583,683 bytes
#34881,361.8087803,3," 4	",3,8,315,3584,678 bytes
#34895,361.8884252,3," 4	",3,6,316,3586,370 bytes
#34906,361.9708448,3," 1	",3,1,317,3587,394 bytes
#34913,362.0117223,9," 8	",9,8,365,3588,747 bytes
#34923,362.090679,3," 4	",3,6,318,3590,869 bytes
#34934,362.1422261,0," 5	",0,6,357,3591,478 bytes
#34945,362.2911356,0," 2	",0,8,358,3592,131 bytes
#34960,362.2992192,9," 6	",9,1,366,3593,874 bytes
#34979,362.4874074,6," 8	",6,8,345,3594,710 bytes
#34986,362.5406394,5," 6	",5,8,371,3595,881 bytes
#34997,362.657687,0," 5	",0,6,359,3596,787 bytes
#35008,362.9673633,3," 1	",3,1,319,3597,358 bytes
#35015,362.9856992,4," 8	",4,8,344,3598,361 bytes
#35022,363.0886671,7," 6	",7,8,359,3599,869 bytes
#35033,363.218581,9," 6	",9,6,367,3600,299 bytes
#35040,363.2870466,4," 2	",4,1,345,3601,783 bytes
#35051,363.5395438,0," 2	",0,8,360,3602,422 bytes
#35066,363.5548319,9," 6	",9,1,368,3603,468 bytes
#35085,363.6602832,0," 5	",0,6,361,3604,168 bytes
#35096,363.727309,2," 4	",2,8,354,3605,222 bytes
#35107,363.7647652,0," 2	",0,8,362,3606,336 bytes
#35125,364.2570243,5," 0	",5,1,372,3608,391 bytes
#35136,364.3154986,7," 6	",7,8,360,3609,518 bytes
#35147,364.3697895,5," 6	",5,6,373,3610,337 bytes
#35157,364.4229093,5," 6	",5,6,374,3612,515 bytes
#35164,364.4287495,4," 2	",4,1,346,3613,430 bytes
#35175,364.5015721,4," 6	",4,6,347,3614,628 bytes
#35182,364.684464,2," 4	",2,6,355,3615,987 bytes
#35193,364.7344203,9," 8	",9,8,369,3616,130 bytes
#35200,364.7947033,1," 2	",1,6,358,3617,505 bytes
#35215,365.2933305,4," 8	",4,8,348,3618,668 bytes
#35222,365.3450009,2," 1	",2,1,356,3619,836 bytes
#35229,365.5566113,5," 6	",5,8,375,3620,477 bytes
#35240,365.5946453,1," 2	",1,8,359,3621,926 bytes
#35255,365.8369063,6," 5	",6,1,348,3622,310 bytes
#35270,366.1491261,7," 6	",7,8,361,3623,185 bytes
#35281,366.381467,7," 5	",7,1,362,3624,837 bytes
#35288,366.3925147,7," 6	",7,6,363,3625,377 bytes
#35303,366.475647,4," 8	",4,8,349,3626,808 bytes
#35310,366.5160491,2," 4	",2,8,357,3627,251 bytes
#35321,366.567882,4," 2	",4,1,350,3628,817 bytes
#35332,366.7271333,7," 5	",7,1,364,3629,573 bytes
#35347,366.8329163,5," 6	",5,8,376,3630,760 bytes
#35358,366.984714,3," 4	",3,6,320,3631,971 bytes
#35369,367.0267534,5," 6	",5,6,377,3632,323 bytes
#35376,367.2345,2," 1	",2,1,358,3633,394 bytes
#35383,367.2612772,3," 4	",3,8,321,3634,930 bytes
#35394,367.2993362,1," 2	",1,6,360,3635,957 bytes
#35409,367.3388288,9," 8	",9,8,370,3636,308 bytes
#35416,367.6267575,8," 4	",8,1,372,3637,534 bytes
#35423,367.6356168,7," 5	",7,1,365,3638,479 bytes
#35446,367.7781213,5," 6	",5,6,378,3639,881 bytes
#35456,368.0430188,4," 6	",4,6,351,3641,866 bytes
#35459,368.0443434,6," 8	",6,8,350,3642,907 bytes
#35462,368.0445387,1," 2	",1,6,361,3643,774 bytes
#35477,368.0533247,5," 6	",5,8,379,3644,810 bytes
#35496,368.1939462,2," 4	",2,8,359,3645,541 bytes
#35510,368.5751952,3," 4	",3,8,322,3647,908 bytes
#35521,368.6256977,4," 6	",4,6,352,3648,576 bytes
#35528,368.7504712,1," 2	",1,8,362,3649,242 bytes
#35543,368.7917198,3," 1	",3,1,323,3650,489 bytes
#35550,368.826831,6," 8	",6,8,352,3651,352 bytes
#35557,368.8828828,4," 2	",4,1,353,3652,613 bytes
#35568,368.9704323,3," 1	",3,1,324,3653,259 bytes
#35575,369.2600373,8," 6	",8,6,373,3654,708 bytes
#35582,369.4548902,9," 6	",9,1,371,3655,481 bytes
#35585,369.457323,0," 5	",0,6,363,3656,354 bytes
#35612,369.7321412,4," 6	",4,6,354,3657,636 bytes
#35619,369.7470849,2," 1	",2,1,360,3658,652 bytes
#35626,369.7807871,3," 4	",3,6,325,3659,246 bytes
#35637,369.8512579,9," 6	",9,1,372,3660,356 bytes
#35656,369.9006828,7," 6	",7,6,366,3661,710 bytes
#35663,369.941875,7," 6	",7,6,367,3662,227 bytes
#35670,369.9945809,2," 4	",2,8,361,3663,812 bytes
#35673,369.9951054,1," 2	",1,6,363,3664,996 bytes
#35696,370.3908031,0," 2	",0,8,364,3665,759 bytes
#35711,370.4836749,5," 6	",5,6,380,3666,776 bytes
#35718,370.4951366,0," 2	",0,8,365,3667,761 bytes
#35721,370.4959486,9," 8	",9,8,373,3668,974 bytes
#35740,370.6206847,4," 6	",4,6,355,3669,614 bytes
#35747,370.7224906,2," 1	",2,1,362,3670,462 bytes
#35754,370.9794437,5," 6	",5,8,381,3671,946 bytes
#35765,371.0136748,0," 1	",0,1,366,3672,959 bytes
#35772,371.0491356,9," 6	",9,6,374,3673,808 bytes
#35779,371.0920508,3," 4	",3,6,326,3674,1020 bytes
#35782,371.0931003,8," 6	",8,6,374,3675,886 bytes
#35797,371.333898,5," 6	",5,8,382,3676,469 bytes
#35811,371.5556302,5," 6	",5,8,383,3678,846 bytes
#35822,371.7187365,4," 8	",4,8,356,3679,323 bytes
#35829,371.7391605,1," 2	",1,8,364,3680,159 bytes
#35844,371.8608134,4," 6	",4,6,357,3681,957 bytes
#35851,371.9322087,2," 1	",2,1,363,3682,784 bytes
#35858,372.0027933,4," 6	",4,6,358,3683,563 bytes
#35865,372.0191978,0," 5	",0,6,367,3684,295 bytes
#35876,372.1505374,7," 6	",7,8,368,3685,799 bytes
#35887,372.3433325,3," 4	",3,8,327,3686,450 bytes
#35898,372.4001124,2," 1	",2,1,364,3687,366 bytes
#35908,372.4131371,2," 1	",2,1,365,3689,266 bytes
#35915,372.4293474,4," 8	",4,8,359,3690,218 bytes
#35922,372.4687954,8," 6	",8,6,375,3691,804 bytes
#35929,372.6627049,6," 5	",6,1,354,3692,568 bytes
#35944,372.6912912,6," 5	",6,1,355,3693,569 bytes
#35959,372.8751578,7," 5	",7,1,369,3694,689 bytes
#35977,373.184971,5," 6	",5,8,384,3696,904 bytes
#35988,373.3301746,2," 1	",2,1,366,3697,683 bytes
#35995,373.4199132,0," 2	",0,8,368,3698,324 bytes
#36010,373.4435902,0," 1	",0,1,369,3699,344 bytes
#36017,373.5608775,2," 4	",2,6,367,3700,905 bytes
#36028,373.7167228,9," 8	",9,8,375,3701,128 bytes
#36035,373.7784918,4," 8	",4,8,360,3702,138 bytes
#36042,373.929733,9," 8	",9,8,376,3703,572 bytes
#36049,374.1277003,5," 0	",5,1,385,3704,629 bytes
#36060,374.1454683,3," 4	",3,8,328,3705,145 bytes
#36071,374.2749824,2," 1	",2,1,368,3706,475 bytes
#36078,374.572811,5," 6	",5,6,386,3707,851 bytes
#36085,374.6740884,5," 0	",5,1,387,3708,525 bytes
#36088,374.6771093,8," 6	",8,6,377,3709,883 bytes
#36103,374.8283243,5," 6	",5,8,388,3710,760 bytes
#36117,374.913412,0," 1	",0,1,370,3712,351 bytes
#36124,375.1098412,2," 4	",2,6,369,3713,449 bytes
#36135,375.6673609,0," 1	",0,1,371,3714,896 bytes
#36142,375.7327348,9," 8	",9,8,377,3715,410 bytes
#36145,375.7352511,9," 6	",9,6,378,3716,700 bytes
#36148,375.7355399,7," 6	",7,6,370,3717,547 bytes
#36163,375.8160604,3," 1	",3,1,329,3718,403 bytes
#36170,375.847931,6," 5	",6,1,357,3719,943 bytes
#36185,375.9413866,5," 6	",5,6,389,3720,401 bytes
#36192,376.041788,8," 6	",8,6,378,3721,513 bytes
#36199,376.2549831,6," 5	",6,1,358,3722,450 bytes
#36214,376.3145835,5," 6	",5,8,390,3723,246 bytes
#36225,376.4933826,5," 0	",5,1,391,3724,956 bytes
#36236,376.6005032,1," 2	",1,6,366,3725,1022 bytes
#36243,376.6099511,9," 6	",9,1,379,3726,380 bytes
#36270,376.7143469,7," 6	",7,6,371,3727,343 bytes
#36277,376.7561817,4," 8	",4,8,361,3728,329 bytes
#36284,376.7864179,4," 2	",4,1,362,3729,361 bytes
#36295,376.835604,0," 1	",0,1,372,3730,479 bytes
#36302,376.841469,3," 1	",3,1,330,3731,725 bytes
#36309,376.8979704,4," 6	",4,6,363,3732,643 bytes
#36316,376.9190701,9," 6	",9,6,380,3733,336 bytes
#36323,376.9723741,7," 5	",7,1,372,3734,776 bytes
#36338,377.0752923,8," 4	",8,1,379,3735,388 bytes
#36353,377.0881813,3," 4	",3,8,331,3736,389 bytes
#36364,377.175909,1," 2	",1,6,367,3737,777 bytes
#36379,377.3118303,1," 2	",1,6,368,3738,639 bytes
#36394,377.3330602,2," 4	",2,8,370,3739,1018 bytes
#36408,377.3788198,5," 0	",5,1,392,3741,915 bytes
#36419,377.4209536,7," 5	",7,1,373,3742,492 bytes
#36434,377.6848256,0," 2	",0,8,373,3743,964 bytes
#36449,377.8351792,1," 2	",1,8,369,3744,405 bytes
#36464,378.2537587,9," 6	",9,1,381,3745,786 bytes
#36483,378.3003665,8," 6	",8,6,381,3746,393 bytes
#36490,378.315089,8," 4	",8,1,382,3747,812 bytes
#36505,378.3695575,0," 2	",0,8,374,3748,834 bytes
#36520,378.5421892,2," 1	",2,1,371,3749,205 bytes
#36533,378.870877,2," 4	",2,8,372,3752,248 bytes
#36544,378.8778706,3," 1	",3,1,332,3753,148 bytes
#36551,379.1288908,0," 5	",0,6,375,3754,177 bytes
#36562,379.1747788,4," 2	",4,1,364,3755,884 bytes
#36569,379.1848134,0," 1	",0,1,376,3756,401 bytes
#36580,379.3823151,0," 2	",0,8,377,3757,157 bytes
#36595,379.4083361,0," 2	",0,8,378,3758,449 bytes
#36610,379.4839806,0," 5	",0,6,379,3759,942 bytes
#36621,379.5273887,5," 0	",5,1,393,3760,247 bytes
#36632,379.8594858,0," 5	",0,6,380,3761,446 bytes
#36643,380.1010999,3," 4	",3,8,333,3762,209 bytes
#36654,380.1228754,1," 2	",1,6,370,3763,689 bytes
#36669,380.2561887,9," 8	",9,8,382,3764,466 bytes
#36676,380.2654141,9," 6	",9,6,383,3765,349 bytes
#36683,380.3060257,3," 1	",3,1,334,3766,226 bytes
#36690,380.3635654,7," 6	",7,6,374,3767,878 bytes
#36697,380.4274592,5," 0	",5,1,394,3768,764 bytes
#36708,380.4629979,2," 4	",2,6,373,3769,889 bytes
#36719,380.4986707,2," 1	",2,1,374,3770,845 bytes
#36723,380.5054307,2," 1	",2,1,375,3771,745 bytes
#36729,380.5073182,2," 4	",2,8,376,3772,414 bytes
#36744,380.5635369,4," 8	",4,8,365,3773,170 bytes
#36751,380.7035674,1," 2	",1,6,371,3774,228 bytes
#36766,380.9979668,4," 6	",4,6,366,3775,506 bytes
#36773,381.0739298,4," 2	",4,1,367,3776,871 bytes
#36780,381.0819463,0," 5	",0,6,381,3777,977 bytes
#36795,381.177369,1," 2	",1,6,372,3778,758 bytes
#36798,381.182941,5," 0	",5,1,395,3779,329 bytes
#36824,381.4820616,9," 6	",9,6,384,3781,409 bytes
#36834,381.6925964,5," 0	",5,1,396,3783,257 bytes
#36845,381.8158471,8," 6	",8,6,383,3784,420 bytes
#36852,381.8196643,5," 0	",5,1,397,3785,137 bytes
#36866,382.0212002,3," 4	",3,6,335,3787,518 bytes
#36877,382.0351281,3," 4	",3,6,336,3788,765 bytes
#36888,382.1481649,8," 4	",8,1,385,3789,391 bytes
#36891,382.1487011,3," 4	",3,6,337,3790,425 bytes
#36914,382.1810593,9," 8	",9,8,385,3791,842 bytes
#36921,382.2593292,3," 1	",3,1,338,3792,133 bytes
#36928,382.3113276,9," 6	",9,6,386,3793,841 bytes
#36941,382.4192288,5," 0	",5,1,398,3796,155 bytes
#36952,382.4598813,2," 4	",2,8,377,3797,446 bytes
#36963,382.715716,9," 6	",9,6,387,3798,641 bytes
#36970,382.8215672,7," 5	",7,1,375,3799,438 bytes
#36985,382.9519423,8," 6	",8,6,388,3800,520 bytes
#36995,383.0152487,1," 2	",1,8,374,3802,300 bytes
#37010,383.1324308,0," 1	",0,1,382,3803,255 bytes
#37017,383.2214802,9," 6	",9,1,388,3804,897 bytes
#37036,383.2970697,5," 6	",5,8,399,3805,457 bytes
#37039,383.2998648,0," 5	",0,6,383,3806,714 bytes
#37058,383.4543859,9," 6	",9,6,389,3807,716 bytes
#37065,383.5796638,9," 6	",9,6,390,3808,194 bytes
#37072,383.626002,0," 2	",0,8,384,3809,138 bytes
#37087,383.7890708,0," 2	",0,8,385,3810,134 bytes
#37102,384.0497158,3," 4	",3,6,339,3811,900 bytes
#37113,384.0824455,2," 4	",2,6,378,3812,591 bytes
#37116,384.0834932,6," 8	",6,8,363,3813,681 bytes
#37137,384.2168313,8," 6	",8,6,389,3816,258 bytes
#37144,384.3444702,4," 8	",4,8,368,3817,835 bytes
#37151,384.385712,7," 6	",7,6,376,3818,682 bytes
#37158,384.4086477,3," 1	",3,1,340,3819,633 bytes
#37161,384.4116827,9," 6	",9,6,391,3820,210 bytes
#37172,384.4744529,3," 4	",3,6,341,3821,315 bytes
#37183,384.535856,9," 6	",9,1,392,3822,974 bytes
#37205,384.7218417,3," 4	",3,8,342,3824,220 bytes
#37216,384.7763775,0," 5	",0,6,386,3825,417 bytes
#37227,384.9272145,5," 6	",5,8,400,3826,825 bytes
#37238,385.1352437,3," 1	",3,1,343,3827,654 bytes
#37245,385.2400368,2," 1	",2,1,379,3828,480 bytes
#37252,385.2635598,6," 8	",6,8,364,3829,900 bytes
#37259,385.4056155,7," 5	",7,1,377,3830,418 bytes
#37274,385.5459371,0," 5	",0,6,387,3831,712 bytes
#37285,385.6154826,8," 6	",8,6,391,3832,821 bytes
#37292,386.0102035,6," 8	",6,8,365,3833,613 bytes
#37299,386.2938891,4," 6	",4,6,369,3834,812 bytes
#37309,386.7230289,2," 1	",2,1,380,3836,538 bytes
#37316,386.9039414,2," 4	",2,6,381,3837,152 bytes
#37327,386.9828215,8," 4	",8,1,392,3838,614 bytes
#37342,387.0175113,6," 5	",6,1,366,3839,999 bytes
#37345,387.0175691,2," 4	",2,6,382,3840,688 bytes
#37368,387.2299491,6," 8	",6,8,367,3841,331 bytes
#37375,387.2779346,3," 4	",3,8,344,3842,539 bytes
#37386,387.480769,0," 5	",0,6,388,3843,420 bytes
#37397,387.7827153,2," 4	",2,8,383,3844,464 bytes
#37408,387.8143574,7," 6	",7,6,378,3845,537 bytes
#37415,387.9014013,2," 1	",2,1,384,3846,187 bytes
#37422,388.0000716,9," 6	",9,1,393,3847,898 bytes
#37441,388.2284393,2," 4	",2,8,385,3848,191 bytes
#37452,388.2455944,7," 6	",7,8,379,3849,517 bytes
#37469,388.6404773,3," 1	",3,1,345,3852,713 bytes
#37479,388.726906,3," 4	",3,8,346,3854,993 bytes
#37490,388.7988115,2," 4	",2,6,386,3855,476 bytes
#37504,388.8393802,4," 8	",4,8,370,3857,673 bytes
#37511,388.8513861,7," 5	",7,1,380,3858,369 bytes
#37526,388.899971,7," 6	",7,6,381,3859,880 bytes
#37533,388.942166,6," 5	",6,1,369,3860,490 bytes
#37548,389.035903,2," 4	",2,8,387,3861,616 bytes
#37559,389.0845487,1," 2	",1,8,379,3862,531 bytes
#37574,389.2084493,8," 6	",8,6,395,3863,575 bytes
#37581,389.247193,9," 6	",9,6,394,3864,221 bytes
#37588,389.285891,9," 8	",9,8,395,3865,206 bytes
#37595,389.4447906,3," 4	",3,8,347,3866,365 bytes
#37606,389.4746603,5," 6	",5,8,401,3867,468 bytes
#37617,389.5511864,3," 4	",3,6,348,3868,1002 bytes
#37628,389.7087824,5," 0	",5,1,402,3869,756 bytes
#37639,389.7670808,6," 8	",6,8,370,3870,150 bytes
#37646,389.7931431,7," 6	",7,8,382,3871,783 bytes
#37657,389.8849648,2," 1	",2,1,388,3872,950 bytes
#37664,389.9788153,0," 5	",0,6,389,3873,937 bytes
#37667,389.9798763,7," 5	",7,1,383,3874,677 bytes
#37690,390.005581,6," 5	",6,1,371,3875,391 bytes
#37705,390.0262961,9," 6	",9,6,396,3876,768 bytes
#37712,390.1920142,5," 6	",5,6,403,3877,860 bytes
#37722,390.4544091,1," 2	",1,8,380,3879,492 bytes
#37737,390.8528991,7," 6	",7,6,384,3880,895 bytes
#37747,391.0546133,9," 6	",9,1,397,3882,875 bytes
#37766,391.1685335,3," 4	",3,6,349,3883,555 bytes
#37773,391.1754056,6," 8	",6,8,372,3884,790 bytes
#37784,391.3461685,9," 8	",9,8,398,3885,650 bytes
#37791,391.4253259,4," 8	",4,8,371,3886,666 bytes
#37798,391.4747086,2," 1	",2,1,389,3887,136 bytes
#37805,391.6410355,0," 2	",0,8,390,3888,255 bytes
#37823,391.7450795,7," 6	",7,8,385,3890,955 bytes
#37834,391.8372564,7," 5	",7,1,386,3891,852 bytes
#37849,392.0421759,5," 0	",5,1,404,3892,415 bytes
#37860,392.1897494,0," 1	",0,1,391,3893,508 bytes
#37870,392.2690787,4," 8	",4,8,372,3895,433 bytes
#37877,392.417445,8," 6	",8,6,398,3896,271 bytes
#37884,392.4756495,7," 6	",7,8,387,3897,398 bytes
#37895,392.5174089,6," 5	",6,1,374,3898,232 bytes
#37910,392.5700662,8," 4	",8,1,399,3899,612 bytes
#37925,392.6232313,9," 6	",9,6,399,3900,549 bytes
#37932,392.8109635,2," 4	",2,8,390,3901,421 bytes
#37943,392.8365201,9," 8	",9,8,400,3902,432 bytes
#37953,393.1117429,7," 6	",7,8,388,3904,142 bytes
#37964,393.1296287,2," 1	",2,1,391,3905,994 bytes
#37974,393.1912786,8," 4	",8,1,401,3907,729 bytes
#37989,393.3548312,0," 1	",0,1,392,3908,564 bytes
#37996,393.5294304,0," 5	",0,6,393,3909,574 bytes
#38010,393.7385627,4," 2	",4,1,373,3911,238 bytes
#38021,393.7732609,2," 1	",2,1,392,3912,144 bytes
#38028,393.7833951,4," 6	",4,6,374,3913,730 bytes
#38035,393.8809128,6," 5	",6,1,376,3914,299 bytes
#38053,394.0027933,0," 2	",0,8,394,3916,774 bytes
#38068,394.0477496,2," 1	",2,1,393,3917,933 bytes
#38075,394.0860625,9," 8	",9,8,401,3918,482 bytes
#38082,394.378508,9," 6	",9,1,402,3919,233 bytes
#38101,394.978782,5," 6	",5,8,405,3920,811 bytes
#38112,395.2249954,3," 4	",3,8,350,3921,934 bytes
#38123,395.2905117,4," 2	",4,1,375,3922,808 bytes
#38134,395.3241995,9," 6	",9,1,403,3923,289 bytes
#38153,395.427894,3," 1	",3,1,351,3924,392 bytes
#38160,395.5876896,8," 4	",8,1,403,3925,535 bytes
#38175,395.6858678,8," 6	",8,6,404,3926,293 bytes
#38182,395.7744814,8," 4	",8,1,405,3927,809 bytes
#38197,395.826943,8," 4	",8,1,406,3928,938 bytes
#38204,395.8369311,8," 4	",8,1,407,3929,922 bytes
#38227,396.0755991,6," 5	",6,1,377,3930,810 bytes
#38242,396.227959,6," 8	",6,8,378,3931,977 bytes
#38249,396.4571291,8," 4	",8,1,408,3932,318 bytes
#38264,396.6200783,3," 4	",3,6,352,3933,996 bytes
#38275,396.7088864,7," 6	",7,8,389,3934,412 bytes
#38286,396.8465737,6," 8	",6,8,379,3935,220 bytes
#38293,397.5759806,5," 6	",5,6,406,3936,215 bytes
#38300,397.5816913,5," 6	",5,8,407,3937,144 bytes
#38311,398.2271917,7," 6	",7,6,390,3938,541 bytes
#38321,398.4345393,6," 5	",6,1,381,3940,910 bytes
#38339,398.5592561,1," 2	",1,6,383,3942,568 bytes
#38354,398.5884898,5," 6	",5,6,408,3943,357 bytes
#38361,398.5943012,9," 8	",9,8,404,3944,693 bytes
#38368,398.633241,8," 6	",8,6,409,3945,563 bytes
#38371,398.6339765,4," 6	",4,6,376,3946,886 bytes
#38382,398.6986191,1," 2	",1,8,384,3947,756 bytes
#38397,398.8112466,6," 8	",6,8,383,3948,497 bytes
#38404,398.8164197,2," 4	",2,8,394,3949,288 bytes
#38415,398.8721546,2," 1	",2,1,395,3950,753 bytes
#38422,399.1867493,9," 6	",9,1,405,3951,613 bytes
#38441,399.2506376,4," 2	",4,1,377,3952,853 bytes
#38452,399.5555294,6," 8	",6,8,384,3953,769 bytes
#38459,399.6253066,5," 6	",5,8,409,3954,532 bytes
#38466,399.6312002,0," 1	",0,1,395,3955,772 bytes
#38477,399.6639565,6," 5	",6,1,385,3956,456 bytes
#38492,399.6966405,0," 2	",0,8,396,3957,941 bytes
#38495,399.70334,7," 6	",7,8,391,3958,828 bytes
#38518,399.728339,3," 4	",3,6,353,3959,995 bytes
#38532,400.0715767,0," 5	",0,6,397,3961,962 bytes
#38543,400.1784696,4," 6	",4,6,378,3962,369 bytes
#38550,400.1903655,2," 4	",2,8,396,3963,402 bytes
#38557,400.1964604,7," 6	",7,8,392,3964,618 bytes
#38572,400.316558,0," 1	",0,1,398,3965,331 bytes
#38582,400.3508525,2," 4	",2,8,397,3967,714 bytes
#38593,400.4588782,5," 6	",5,8,410,3968,854 bytes
#38596,400.4603678,6," 5	",6,1,387,3969,247 bytes
#38619,400.4827704,0," 1	",0,1,399,3970,341 bytes
#38626,400.7555106,3," 4	",3,6,354,3971,719 bytes
#38637,401.007365,0," 1	",0,1,400,3972,214 bytes
#38644,401.0204564,8," 4	",8,1,410,3973,1004 bytes
#38659,401.0763522,1," 2	",1,8,386,3974,217 bytes
#38674,401.1634956,1," 2	",1,8,387,3975,274 bytes
#38689,401.2216441,0," 5	",0,6,401,3976,433 bytes
#38700,401.2678586,3," 4	",3,6,355,3977,683 bytes
#38711,401.3468664,1," 2	",1,8,388,3978,968 bytes
#38726,401.426419,2," 4	",2,6,398,3979,694 bytes
#38733,401.4370972,6," 8	",6,8,388,3980,180 bytes
